authorId:ID(Authors),name,:LABEL
2059,Gnter Schreiber,Autor
2060,Yevgen Kogan,Autor
2061,Marinus Danzer,Autor
2062,Johannes Kurth,Autor
2063,Nenad Pavlovic,Autor
2064,Robert Otremba,Autor
2065,David Inkermann,Autor
2066,Luigi Villani,Autor
2067,Fanny Ficuciello,Autor
2068,Vincenzo Lippiello,Autor
2069,Gianluca Palli,Autor
2070,Fabio Ruggiero,Autor
2071,Bruno Siciliano,Autor
2072,Sebastian Thrun,Autor
2073,Suguru Arimoto,Autor
2074,Morio Yoshida,Autor
2075,Jos Mara Sabater,Autor
2076,Roque J. Saltarn,Autor
2077,Luis Pay,Autor
2078,Carsten Schrmann,Autor
2079,Tobias Ortmaier,Autor
2080,Barbara Deml,Autor
2081,Bernhard Kbler,Autor
2082,Georg Passig,Autor
2083,Ulrich Seibold,Autor
2084,Stephan Algermissen,Autor
2085,Nicola Tomatis,Autor
2086,Amir Aly,Autor
2087,Adriana Tapus,Autor
2088,Thomas Wimbck,Autor
2089,Christian Ott,Autor
2090,Fergal Shevlin,Autor
2091,Barry McCullagh,Autor
2092,David Eadie,Autor
2093,Manuel Navas-Herreros,Autor
2094,Christophe Rabaud,Autor
2095,Sabine Gillner,Autor
2096,Georg Stillfried,Autor
2097,Ulrich Hillenbrand,Autor
2098,Marcus Settles,Autor
2099,Patrick van der Smagt,Autor
2100,Sehoon Oh,Autor
2101,Yoichi Hori,Autor
2102,Emmanuel Nuo,Autor
2103,Adolfo Rodriguez,Autor
2104,Luis Basaez,Autor
2105,Antonio Gimnez,Autor
2106,Alberto Jardn,Autor
2107,Ral Correal,Autor
2108,Santiago Martnez,Autor
2109,Angelo M. Sabatini,Autor
2110,Vincenzo Genovese,Autor
2111,Jess Manuel Gmez de Gabriel,Autor
2112,Vctor Fernando Muoz-Martinez,Autor
2113,Francisco Jess Domnguez-Fernndez,Autor
2114,Javier Sern-Barba,Autor
2115,Nicholas Wettels,Autor
2116,Jeremy A. Fishel,Autor
2117,Gerald E. Loeb,Autor
2118,Christoph Borst,Autor
2119,Franziska Zacharias,Autor
2120,Florian Schmidt,Autor
2121,Daniel Leidner,Autor
2122,Mximo A. Roa,Autor
2123,Katharina Hertkorn,Autor
2124,Gerhard Grunwald,Autor
2125,Pietro Falco,Autor
2126,Ciro Natale,Autor
2127,Emilio Maggio,Autor
2128,Uwe Handmann,Autor
2129,Sebastian Hommel,Autor
2130,Michael Brauckmann,Autor
2131,Michael Dose,Autor
2132,Nicola Vitiello,Autor
2133,Calogero Maria Oddo,Autor
2134,Tommaso Lenzi,Autor
2135,Stefano Roccella,Autor
2136,Lucia Beccai,Autor
2137,Fabrizio Vecchi,Autor
2138,Paolo Dario,Autor
2139,Michael De Gregorio,Autor
2140,Veronica J. Santos,Autor
2141,Kai Oliver Arras,Autor
2142,Boris Lau,Autor
2143,Slawomir Grzonka,Autor
2144,Matthias Luber,Autor
2145,scar Martnez Mozos,Autor
2146,Daniel Meyer-Delius,Autor
2147,Karsten Diethers,Autor
2148,Matthias Hagner,Autor
2149,Ral Marn,Autor
2150,Ral Wirz,Autor
2151,Pedro J. Sanz,Autor
2152,Josep Fernndez,Autor
2153,Daniel Sidobre,Autor
2154,Xavier Broqure,Autor
2155,Jim Mainprice,Autor
2156,Ernesto Burattini,Autor
2157,Alberto Finzi,Autor
2158,Silvia Rossi,Autor
2159,Mariacarla Staffa,Autor
2160,Takahiro Inoue,Autor
2161,Shinichi Hirai,Autor
2162,Gabriele Vassura,Autor
2163,Giovanni Berselli,Autor
2164,Salvatore Pirozzi,Autor
2165,Giuseppe De Maria,Autor
2166,Chris May,Autor
2167,Joshua M. Inouye,Autor
2168,Jason J. Kutch,Autor
2169,Francisco J. Valero Cuevas,Autor
2170,Etienne Save,Autor
2171,Vincent Hok,Autor
2172,Sophie Renaudineau,Autor
2173,Carole Parron,Autor
2174,Bruno Poucet,Autor
2175,Peter K. Allen,Autor
2176,Matei T. Ciocarlie,Autor
2177,Corey Goldfeder,Autor
2178,Alexander Kasper,Autor
2179,Maren Ramona Kirchhoff,Autor
2180,Jens Gttler,Autor
2181,Alexander Wogersien,Autor
2182,Stephanus Bttgenbach,Autor
2183,Nicols M. Garca,Autor
2184,Carlos Prez-Vidal,Autor
2185,Florian Vohr,Autor
2186,Till May,Autor
2187,Kyoungchul Kong,Autor
2188,Joonbum Bae,Autor
2189,Masayoshi Tomizuka,Autor
2190,Krzysztof Stachera,Autor
2191,Frank Schreiber,Autor
2192,Marco Santello,Autor
2193,Raja Chatila,Autor
2194,Pere Ridao,Autor
2195,Marc Carreras,Autor
2196,Emili Hernndez,Autor
2197,Narcs Palomeras,Autor
2198,Lynette A. Jones,Autor
2199,Abderrahmane Kheddar,Autor
2200,Ee Sian Neo,Autor
2201,Riichiro Tadakuma,Autor
2202,Kazuhito Yokoi,Autor
2203,Yannick Dadji,Autor
2204,Harald Michalik,Autor
2205,Nnamdi Kohn,Autor
2206,Guido Beckmann,Autor
2207,Tobias Mglich,Autor
2208,J. Uwe Varchmin,Autor
2209,Lillian Y. Chang,Autor
2210,Nancy S. Pollard,Autor
2211,scar Reinoso,Autor
2212,Csar Fernndez,Autor
2213,Ramn P. eco,Autor
2214,Christoph Budde,Autor
2215,Manfred Helm,Autor
2216,Eric Chown,Autor
2217,Byron Boots,Autor
2218,Jrgen Sturm,Autor
2219,Christian Plagemann,Autor
2220,Jesse T. Baker,Autor
2221,Wengrong Weng,Autor
2222,Adrin Mora,Autor
2223,Antonio Barrientos,Autor
2224,Kwang-Kyu Lee,Autor
2225,Norbert Nitzsche,Autor
2226,Bartlomiej Stanczyk,Autor
2227,Ulrich Unterhinninghofen,Autor
2228,Daniel Schtz,Autor
2229,Shingo Shimoda,Autor
2230,Jong-Hwan Kim,Autor
2231,Sheir Afgen Zaheer,Autor
2232,Si-Jung Ryu,Autor
2233,James D. Feher,Autor
2234,Kumud Bhandari,Autor
2235,Richard Millham,Autor
2236,Fosca Giannotti,Autor
2237,Dino Pedreschi,Autor
2238,F. Javier Diaz,Autor
2239,B. S. Ivana Harari,Autor
2240,B. S. Paola,Autor
2241,Tarek M. Sobh,Autor
2242,Sarosh H. Patel,Autor
2243,Eckart Kottkamp,Autor
2244,H. Kravtsov,Autor
2245,D. Kravtsov,Autor
2246,Jussi Koskinen,Autor
2247,Craig Caulfield,Autor
2248,Stanislaw P. Maj,Autor
2249,Leandro Ramos de Oliveira,Autor
2250,Roseclea Duarte Medina,Autor
2251,Thomas Rachel,Autor
2252,Chiara Renso,Autor
2253,Simone Puntoni,Autor
2254,Elias Frentzos,Autor
2255,Andrea Mazzoni,Autor
2256,Bart Moelans,Autor
2257,Nikos Pelekis,Autor
2258,Fabrizio Pini,Autor
2259,Sylvia B. Encheva,Autor
2260,Sharil Tumin,Autor
2261,Olga Korolyova,Autor
2262,Andrey Pakhomov,Autor
2263,Mohammad AbdulRahman AlGhalayini,Autor
2264,Mohammad AlIssan AlGhamdi,Autor
2265,Erich Ortner,Autor
2266,S. Nicola,Autor
2267,R. Solea,Autor
2268,D. Dobriceanu,Autor
2269,R. Tonca,Autor
2270,Mare Teichmann,Autor
2271,Jakob Kbarsepp,Autor
2272,Jri Ilvest,Autor
2273,Jean-Luc Hainaut,Autor
2274,Anthony Cleve,Autor
2275,Jean Henrard,Autor
2276,Jean-Marc Hick,Autor
2277,Spiros H. Courellis,Autor
2278,Katherine A. Kantardjieff,Autor
2279,Robert Chun,Autor
2280,Kimberly Cousins,Autor
2281,Patrick Fleming,Autor
2282,Nicholas Kioussis,Autor
2283,Brooke Lustig,Autor
2284,Dragutin Petkovic,Autor
2285,Shantanu Sharma,Autor
2286,William Thibault,Autor
2287,Farmaraz Valafar,Autor
2288,Bernhard Haslhofer,Autor
2289,Predrag Knezevi,Autor
2290,Jorge Casillas,Autor
2291,Francisco J. Martnez-Lpez,Autor
2292,Sebastian Ryszard Kruk,Autor
2293,Mariusz Cygan,Autor
2294,Adam Gzella,Autor
2295,Tomasz Woroniecki,Autor
2296,Maciej Dabrowski,Autor
2297,D. Ola,Autor
2298,M. Manescu,Autor
2299,L. Gaceu,Autor
2300,Irene Ntoutsi,Autor
2301,Yannis Theodoridis,Autor
2302,Thomas Zimmermann 0001,Autor
2303,Nachiappan Nagappan,Autor
2304,Andreas Zeller,Autor
2305,H. Homma,Autor
2306,N. Ikeda,Autor
2307,R. A. Attalage,Autor
2308,Yogesh Singh,Autor
2309,Arvinder Kaur,Autor
2310,Bharti Suri,Autor
2311,Vanessa Castillo-Ramoran,Autor
2312,Michael Hther,Autor
2313,Oliver Koppel,Autor
2314,Eren Kren,Autor
2315,Akin Cellatoglu,Autor
2316,J. Trujillo,Autor
2317,Pedro Esteban,Autor
2318,E. Montoya,Autor
2319,R. Giraldo,Autor
2320,Alejandro Montoya,Autor
2321,J. Meja,Autor
2322,Helmuth Trefftz,Autor
2323,Ernest Hibbs,Autor
2324,Erki Eessaar,Autor
2325,Ewelina Kruk,Autor
2326,Katarzyna Stankiewicz,Autor
2327,Olivier Barais,Autor
2328,Anne-Franoise Le Meur,Autor
2329,Laurence Duchien,Autor
2330,Julia L. Lawall,Autor
2331,Thomas Weiland,Autor
2332,Oded Maimon,Autor
2333,Lior Rokach,Autor
2334,Zengchang Qin,Autor
2335,Jonathan Lawry,Autor
2336,Adam Westerski,Autor
2337,Patrik Skogster,Autor
2338,Rim Drira,Autor
2339,Mona Laroussi,Autor
2340,Alain Derycke,Autor
2341,Paras Kaul,Autor
2342,Aasia Riasat,Autor
2343,Syed Sajjad Rizvi,Autor
2344,Farheen Zehara,Autor
2345,Faraz Arain,Autor
2346,Pairoj Trirathanakul,Autor
2347,Suwanna Sombunsukho,Autor
2348,Suriyong Lertkulvanich,Autor
2349,Nithi Buranajant,Autor
2350,Margareth Stoll,Autor
2351,Dmitry Zub,Autor
2352,Gennady L. Andrienko,Autor
2353,Natalia V. Andrienko,Autor
2354,Ioannis Kopanakis,Autor
2355,Arend Ligtenberg,Autor
2356,Stefan Wrobel,Autor
2357,Giuseppe Manco,Autor
2358,Miriam Baglioni,Autor
2359,Bart Kuijpers,Autor
2360,Alessandra Raffaet,Autor
2361,Michael Stckradt,Autor
2362,Hans H. Brand,Autor
2363,Marcin Synak,Autor
2364,Rainer Koschke,Autor
2365,Sabina Jeschke,Autor
2366,Robert Luce,Autor
2367,Nicole Natho,Autor
2368,Olivier Pfeiffer,Autor
2369,Erhard Zorn,Autor
2370,Horst Biermann,Autor
2371,Tom Schpe,Autor
2372,Anja Geigenmller,Autor
2373,Margit Enke,Autor
2374,Francesco Bonchi,Autor
2375,Ycel Saygin,Autor
2376,Vassilios S. Verykios,Autor
2377,Maurizio Atzori,Autor
2378,Aris Gkoulalas-Divanis,Autor
2379,Selim Volkan Kaya,Autor
2380,Erkay Savas,Autor
2381,Jaesoon An,Autor
2382,Magnus M. B. Ross,Autor
2383,Mary P. Welsh,Autor
2384,I. T. Chan Mow,Autor
2385,Sangchan Kantabutra,Autor
2386,Vaddadi P. Chandu,Autor
2387,Karandeep Singh,Autor
2388,Christos Dimou,Autor
2389,Andreas L. Symeonidis,Autor
2390,Pericles A. Mitkas,Autor
2391,Uma Balaji,Autor
2392,Michael F. Zh,Autor
2393,Hai Lin,Autor
2394,Zhenlong Zheng,Autor
2395,Conrad Mueller,Autor
2396,Salvatore Rinzivillo,Autor
2397,Franco Turini,Autor
2398,Vania Bogorny,Autor
2399,Christine Krner,Autor
2400,Michael May,Autor
2401,Amar Balla,Autor
2402,Akila Sarirete,Autor
2403,Svetlana Baigozina E.,Autor
2404,Aivars Lasmanis,Autor
2405,Eduard Saveliev,Autor
2406,Talivaldis Mezis,Autor
2407,Irina Filipova,Autor
2408,Juan Jose Garca Adeva,Autor
2409,David C. Wyld,Autor
2410,Hazim El-Mounayri,Autor
2411,Tamer Wasfy,Autor
2412,Eugenia Fernandez,Autor
2413,Jeanne Peters,Autor
2414,Jos L. Fuertes,Autor
2415,ngel Lucas Gonzlez,Autor
2416,Gonzalo Mariscal,Autor
2417,Carlos Ruiz,Autor
2418,Gunther Kegel,Autor
2419,Moshe Cohen,Autor
2420,Swagatam Das,Autor
2421,Sandip Roy,Autor
2422,John G. Breslin,Autor
2423,Mihaela Brut,Autor
2424,Sabin C. Buraga,Autor
2425,Xiaohong Yuan,Autor
2426,Barbara Pioro,Autor
2427,Ricky Archer,Autor
2428,Yaohang Li,Autor
2429,Stefano Spaccapietra,Autor
2430,Gisele L. Pappa,Autor
2431,Alex Alves Freitas,Autor
2432,Eoin Mac Aoidh,Autor
2433,Michela Bertolotto,Autor
2434,David C. Wilson,Autor
2435,S. Avasilcai,Autor
2436,C. A. Hutu,Autor
2437,Isabel F. Cruz,Autor
2438,Huiyong Xiao,Autor
2439,Mohammad AbdulRahman AlGhalayiBuragani,Autor
2440,Bill McDaniel,Autor
2441,Marjan Lep,Autor
2442,Sergej Tezak,Autor
2443,Magued Iskander,Autor
2444,Edwin Yu,Autor
2445,Nerik Yakubov,Autor
2446,Krystyna Maria Noga,Autor
2447,Marcin Radwanski,Autor
2448,Marc Kirshenbaum,Autor
2449,Daniel W. Palmer,Autor
2450,Phillip McCullick,Autor
2451,Ravi Vaidyanathan,Autor
2452,Gilles Falquet,Autor
2453,Luka Nerima,Autor
2454,Jean-Claude Ziswiler,Autor
2455,Kayvan Asghari,Autor
2456,Ali Safari Mamaghani,Autor
2457,Mohammad Reza Meybodi,Autor
2458,Markus Reis,Autor
2459,Nazir A. Sheikh,Autor
2460,Yasir M. Shariff,Autor
2461,Samir M. Shariff,Autor
2462,M. Jawaid Siddiqui,Autor
2463,Reiko Heckel,Autor
2464,Rui Correia,Autor
2465,Carlos M. P. Matos,Autor
2466,Mohammad El-Ramly,Autor
2467,Georgios Koutsoukos,Autor
2468,Luis Filipe Andrade,Autor
2469,Melanie Tropp,Autor
2470,Ames T. Brown III,Autor
2471,Yixin Chen,Autor
2472,A. M. Rashad,Autor
2473,Aliaa A. A. Youssif,Autor
2474,R. A. Abdel-Ghafar,Autor
2475,Ahmed E. Labib,Autor
2476,Maria Luisa Damiani,Autor
2477,Juan Fernndez-Ramil,Autor
2478,Angela Lozano,Autor
2479,Michel Wermelinger,Autor
2480,Andrea Capiluppi,Autor
2481,Jos Antnio Fernandes de Macdo,Autor
2482,Christelle Vangenot,Autor
2483,Walied Othman,Autor
2484,Alon Schclar,Autor
2485,Neander F. Silva,Autor
2486,Ecilamar M. Lima,Autor
2487,Harrison Hao Yang,Autor
2488,Monica Wachowicz,Autor
2489,Seda F. Grses,Autor
2490,Danijel Rebolj,Autor
2491,A. Alegre,Autor
2492,J. Estrada,Autor
2493,B. Coalson,Autor
2494,Aleksander Milshteyn,Autor
2495,Helen Boussalis,Autor
2496,Charles Liu,Autor
2497,Norbert Mller 0002,Autor
2498,Maria Isabel Snchez Segura,Autor
2499,Javier Garca,Autor
2500,Antonio de Amescua Seco,Autor
2501,Fuensanta Medina-Domnguez,Autor
2502,Arturo Mora-Soto,Autor
2503,Steve Roach,Autor
2504,Jules Simon,Autor
2505,Anjli Narwani,Autor
2506,Mohammed Arif,Autor
2507,Aleksandar Milosavikevic,Autor
2508,Leon Moonen,Autor
2509,Arie van Deursen,Autor
2510,Andy Zaidman,Autor
2511,Magiel Bruntink,Autor
2512,Slawomir Grzonkowski,Autor
2513,Jakub Demczuk,Autor
2514,Steve Counsell,Autor
2515,Stephen Swift,Autor
2516,Dalia Baziukaite,Autor
2517,Zilvinas Vaira,Autor
2518,Dominyka Idzelyte,Autor
2519,Marius Bulgaru,Autor
2520,Sorin Bilegan,Autor
2521,Laura Grindei,Autor
2522,Frantisek Brabec,Autor
2523,Hanan Samet,Autor
2524,Michael Hartmann,Autor
2525,Tembalethu Jama Ndwe,Autor
2526,Mqhele E. Dlodlo,Autor
2527,Daniel J. Mashao,Autor
2528,Dagobert Soergel,Autor
2529,Rytis Jurkonis,Autor
2530,Vaidotas Marozas,Autor
2531,Arunas Lukosevicius,Autor
2532,Ivan Popchev,Autor
2533,Penka Georgieva,Autor
2534,Michael E. Auer,Autor
2535,Danilo Garbi Zutin,Autor
2536,Frank Kleist,Autor
2537,Saeid Moslehpour,Autor
2538,Gurbir Tur,Autor
2539,Chandrasekhar Puliroju,Autor
2540,A. Y. Vaninsky,Autor
2541,Bernd Scholz-Reiter,Autor
2542,Andreas Engelke,Autor
2543,Deniss Kumlander,Autor
2544,Khalid S. Rabayah,Autor
2545,Badie Sartawi,Autor
2546,Annika Hinze,Autor
2547,George Buchanan,Autor
2548,David Bainbridge,Autor
2549,Ian H. Witten,Autor
2550,Mirco Nanni,Autor
2551,Heather Hofmeister,Autor
2552,Javier Lpez-Cuadrado,Autor
2553,Toms A. Prez,Autor
2554,Silvia Sanz-Santamara,Autor
2555,A. J. Armendariz,Autor
2556,Julin Gutirrez Serrano,Autor
2557,Jos ngel Vadillo Zorita,Autor
2558,G. Peter Zhang,Autor
2559,Andrew Popichak,Autor
2560,Huy Nguyen Anh Pham,Autor
2561,Evangelos Triantaphyllou,Autor
2562,Laura Daz,Autor
2563,Carlos Granell,Autor
2564,Michael Gould,Autor
2565,Milly Perry,Autor
2566,Hctor G. Barbosa Len,Autor
2567,Francisco Jos Garca-Pealvo,Autor
2568,Mara Jos Rodriguez-Conde,Autor
2569,Wilfried Bos,Autor
2570,Miriam M. Gebauer,Autor
2571,Ana Carolina Lorena,Autor
2572,Vikram Kapila,Autor
2573,Noel Kriftcher,Autor
2574,Lucian Plesa,Autor
2575,J. Blochwitz-Nimoth,Autor
2576,Bradley Malin,Autor
2577,Albert Albers,Autor
2578,Hans-Georg Enkler,Autor
2579,Sven Grottke,Autor
2580,Thomas Richter,Autor
2581,Xiaoquan Gao,Autor
2582,Yuheng Wang,Autor
2583,Tom Tourw,Autor
2584,Daeun Lee,Autor
2585,J. A. Redmond,Autor
2586,D. Dolan,Autor
2587,Ronald Mashburn,Autor
2588,G. I. Ankoudinov,Autor
2589,I. G. Ankoudinov,Autor
2590,A. I. Strizhachenko,Autor
2591,Herbert Hanselmann,Autor
2592,Sean Duignan,Autor
2593,Tony Hall,Autor
2594,Rizwan M. Qureshi,Autor
2595,Serge Demeyer,Autor
2596,C. N. Thai,Autor
2597,Alfred Kirigha,Autor
2598,Neema-Abooki,Autor
2599,Lothar Lemnitzer,Autor
2600,Eelco Mossel,Autor
2601,Kiril Ivanov Simov,Autor
2602,Petya Osenova,Autor
2603,Paola Monachesi,Autor
2604,Elias Ioup,Autor
2605,Bruce Lin,Autor
2606,John Sample,Autor
2607,Kevin Shaw,Autor
2608,Andry Rabemanansoa,Autor
2609,Jean Reimbold,Autor
2610,Santiago De Pablo,Autor
2611,Santiago Cceres,Autor
2612,Jess A. Cebrin,Autor
2613,Manuel Berrocal,Autor
2614,F. Sanz,Autor
2615,Max Kerner,Autor
2616,Juliana Restrepo,Autor
2617,Gerasimos Marketos,Autor
2618,Adnan Salihbegovic,Autor
2619,Samir Ribic,Autor
2620,Burkhard Rauhut,Autor
2621,Marco D'Ambros,Autor
2622,Harald C. Gall,Autor
2623,Michele Lanza,Autor
2624,Martin Pinzger,Autor
2625,G. G. Kuleshov,Autor
2626,Arnulfo P. Azcarraga,Autor
2627,Ming-Huei Hsieh,Autor
2628,Shan Ling Pan,Autor
2629,Rudy Setiono,Autor
2630,Kristina Zgodavova,Autor
2631,Lubomir Lengyel,Autor
2632,Ljudmil A. Golemanov,Autor
2633,R. Restrepo,Autor
2634,D. Aristizbal,Autor
2635,Jean P. Jimnez H.,Autor
2636,Pedro Torres,Autor
2637,Hong Cheng,Autor
2638,Philip S. Yu,Autor
2639,Jiawei Han,Autor
2640,Serguei A. Mokhov,Autor
2641,Marc-Andr Laverdire,Autor
2642,Djamel Benredjem,Autor
2643,Murilo Coelho Naldi,Autor
2644,Ricardo Jos Gabrielli Barreto Campello,Autor
2645,Eduardo R. Hruschka,Autor
2646,Mirela Djordjevic,Autor
2647,O. Mkinen,Autor
2648,J. Naarmala,Autor
2649,Michael S. Lew,Autor
2650,Dionysius P. Huijsmans,Autor
2651,Dee Denteneer,Autor
2652,S. Poles,Autor
2653,Yong Rui,Autor
2654,Alfred C. She,Autor
2655,Thomas S. Huang,Autor
2656,Farzin Mokhtarian,Autor
2657,Sadegh Abbasi,Autor
2658,Josef Kittler,Autor
2659,Theo Gevers,Autor
2660,Arnold W. M. Smeulders,Autor
2661,Stephen W. Smoliar,Autor
2662,James D. Baker,Autor
2663,Takehiro Nakayama,Autor
2664,Lynn Wilcox,Autor
2665,Paul H. Lewis,Autor
2666,Hugh C. Davis,Autor
2667,Mark R. Dobie,Autor
2668,Wendy Hall,Autor
2669,Stan Sclaroff,Autor
2670,Alan Hanjalic,Autor
2671,Reginald L. Lagendijk,Autor
2672,Jan Biemond,Autor
2673,Qing-Long Zhang,Autor
2674,Shi-Kuo Chang,Autor
2675,Stephen S.-T. Yau,Autor
2676,W. W. S. So,Autor
2677,C. H. C. Leung,Autor
2678,Z. J. Zheng,Autor
2679,Ken Yap,Autor
2680,Bill Simpson-Young,Autor
2681,Uma Srinivasan,Autor
2682,Fabio Dell'Acqua,Autor
2683,Paolo Gamba,Autor
2684,Alessandro Mecocci,Autor
2685,Michele Nappi,Autor
2686,Giuseppe Polese,Autor
2687,Genny Tortora,Autor
2688,Lun Hsing Tung,Autor
2689,Irwin King,Autor
2690,Ping Fu Fung,Autor
2691,Wing-Sze Lee,Autor
2692,Alberto Del Bimbo,Autor
2693,P. Pala,Autor
2694,Aya Soffer,Autor
2695,Marcel Worring,Autor
2696,Carel A. van den Berg,Autor
2697,Rein van den Boomgaard,Autor
2698,Dennis Koelma,Autor
2699,Micha Haas,Autor
2700,Sergei Startchik,Autor
2701,Ruggero Milanese,Autor
2702,Christian Rauber,Autor
2703,Thierry Pun,Autor
2704,Qing Li,Autor
2705,K. M. Lam,Autor
2706,Geric van der Heijden,Autor
2707,Peter Alshuth,Autor
2708,Thorsten Hermes,Autor
2709,J. Krey,Autor
2710,Michael Rper,Autor
2711,Masaomi Oda,Autor
2712,Jacopo M. Corridoni,Autor
2713,Enrico Vicario,Autor
2714,Niels Nes,Autor
2715,Martin L. Kersten,Autor
2716,Chabane Djeraba,Autor
2717,Ian Savory,Autor
2718,Max Barere,Autor
2719,Stve Marchand,Autor
2720,Jason Weston,Autor
2721,Frdric Ratle,Autor
2722,Hossein Mobahi,Autor
2723,Ronan Collobert,Autor
2724,Carlo Wouters,Autor
2725,Tharam S. Dillon,Autor
2726,J. Wenny Rahayu,Autor
2727,Robert Meersman,Autor
2728,Elizabeth Chang,Autor
2729,Steve Babbage,Autor
2730,Matthew Dodd,Autor
2731,Dario Bruzzese,Autor
2732,Cristina Davino,Autor
2733,Roger K. Moore,Autor
2734,Barry Hurley 0001,Autor
2735,Barry O'Sullivan,Autor
2736,Carlos Anastasiades,Autor
2737,Torsten Braun,Autor
2738,Vasilios A. Siris,Autor
2739,Uwe Nagel 0002,Autor
2740,Kilian Thiel,Autor
2741,Tobias Ktter,Autor
2742,Dawid Piatek,Autor
2743,Michael R. Berthold,Autor
2744,Juri Luca De Coi,Autor
2745,Norbert E. Fuchs,Autor
2746,Kaarel Kaljurand,Autor
2747,Tobias Kuhn,Autor
2748,Tatiana Gossen,Autor
2749,Marcus Nitsche,Autor
2750,Stefan Haun,Autor
2751,Andreas Nrnberger,Autor
2752,Wojciech Mostowski,Autor
2753,M. Schlter,Autor
2754,J. Stewering,Autor
2755,E. Haberstroh,Autor
2756,Ingo Assenmacher,Autor
2757,Torsten Kuhlen,Autor
2758,Andrea Passerini,Autor
2759,Sebastian Hellmann,Autor
2760,Volha Bryl,Autor
2761,Lorenz Bhmann,Autor
2762,Milan Dojchinovski,Autor
2763,Dimitris Kontokostas,Autor
2764,Jens Lehmann,Autor
2765,Uros Milosevic,Autor
2766,Petar Petrovski,Autor
2767,Vojtech Svtek,Autor
2768,Mladen Stanojevic,Autor
2769,Ondrej Zamazal,Autor
2770,Joo Dias,Autor
2771,Samuel Mascarenhas,Autor
2772,Ana Paiva,Autor
2773,Thomas Haase,Autor
2774,P. Klein,Autor
2775,Manfred Nagl,Autor
2776,Andreas Holzinger,Autor
2777,Daniel Grahl,Autor
2778,Richard Bubel,Autor
2779,Mattias Ulbrich,Autor
2780,Benjamin Wei 0001,Autor
2781,Jonathan Aldrich,Autor
2782,Jose L. Muoz,Autor
2783,Oscar Esparza,Autor
2784,Carlos Gan,Autor
2785,Jorge Mata-Daz,Autor
2786,Juanjo Alins,Autor
2787,Ivan Ganchev,Autor
2788,Jan M. Broersen,Autor
2789,Andreas Herzig,Autor
2790,Benjamin Doerr,Autor
2791,Magnus Wahlstrm,Autor
2792,Lianne Bodenstaff,Autor
2793,Paolo Ceravolo,Autor
2794,Ernesto Damiani,Autor
2795,Cristiano Fugazza,Autor
2796,Karl Reed,Autor
2797,Andreas Wombacher,Autor
2798,Marta Plaska,Autor
2799,Marina A. Waldn,Autor
2800,Colin F. Snook,Autor
2801,Douglas Tougaw,Autor
2802,Wiebke Hhn,Autor
2803,Rolf H. Mhring,Autor
2804,Christoph S. Herrmann,Autor
2805,Frank W. Ohl,Autor
2806,Bernhard Ofner,Autor
2807,Matthias Dehmer,Autor
2808,Martin Giese,Autor
2809,Jan van Eijck,Autor
2810,Claude Stricker,Autor
2811,Jean-Frdric Wagen,Autor
2812,Guillermo Aradilla,Autor
2813,Herv Bourlard,Autor
2814,Hynek Hermansky,Autor
2815,Joel Pinto,Autor
2816,Paul-Henri Rey,Autor
2817,Jrme Thraulaz,Autor
2818,Pompeu Casanovas,Autor
2819,Marta Poblet,Autor
2820,Hannah Bast,Autor
2821,Daniel Delling,Autor
2822,Andrew V. Goldberg,Autor
2823,Matthias Mller-Hannemann,Autor
2824,Thomas Pajor,Autor
2825,Peter Sanders 0001,Autor
2826,Dorothea Wagner,Autor
2827,Renato F. Werneck,Autor
2828,Jan Morbach,Autor
2829,Wolfgang Marquardt,Autor
2830,Roger Immich,Autor
2831,Eduardo Cerqueira,Autor
2832,Marlia Curado,Autor
2833,Mustafa Jarrar,Autor
2834,Dimitri Ognibene,Autor
2835,Christian Balkenius,Autor
2836,Marco Vacca,Autor
2837,Mariagrazia Graziano,Autor
2838,Alessandro Chiolerio,Autor
2839,Andrea Lamberti,Autor
2840,Marco Laurenti,Autor
2841,Davide Balma,Autor
2842,Emanuele Enrico,Autor
2843,Federica Celegato,Autor
2844,Paola Tiberto,Autor
2845,Luca Boarino,Autor
2846,Maurizio Zamboni,Autor
2847,Bart Priem,Autor
2848,Eleni Kosta,Autor
2849,Aleksandra Kuczerawy,Autor
2850,Jos Dumortier,Autor
2851,Ronald Leenes,Autor
2852,Manfred Theien,Autor
2853,Ri Hai,Autor
2854,Rolf Pfeifer,Autor
2855,Gabriel Gmez,Autor
2856,Stefanie Harbich,Autor
2857,Marc Hassenzahl,Autor
2858,Ismo Hnninen,Autor
2859,Hao Lu,Autor
2860,Enrique P. Blair,Autor
2861,Craig S. Lent,Autor
2862,Gregory L. Snider,Autor
2863,Thurid Vogt,Autor
2864,Elisabeth Andr,Autor
2865,Johannes Wagner,Autor
2866,Davide Mezzino,Autor
2867,Chloe Weiyi Pei,Autor
2868,Mario E. Santana-Quintero,Autor
2869,Thom W. Frhwirth,Autor
2870,Elda Paja,Autor
2871,Fabiano Dalpiaz,Autor
2872,Paolo Giorgini,Autor
2873,Sebastian C. Brandt,Autor
2874,Oliver Fritzen,Autor
2875,Matthias Jarke,Autor
2876,Thomas List,Autor
2877,Elias Weingrtner,Autor
2878,Ren Glebke,Autor
2879,Alexander Hocks,Autor
2880,Yang Cai,Autor
2881,Guillaume Milcent,Autor
2882,Ludmila Marian,Autor
