:START_ID(Authors),:END_ID(Pubs),:TYPE
1930,1721,Autoria
2229,1722,Autoria
2230,1723,Autoria
2231,1723,Autoria
2232,1723,Autoria
2233,1724,Autoria
2234,1724,Autoria
2235,1725,Autoria
2236,1726,Autoria
2237,1726,Autoria
2238,1727,Autoria
2239,1727,Autoria
2240,1727,Autoria
2241,1728,Autoria
2242,1728,Autoria
2243,1729,Autoria
2244,1730,Autoria
2245,1730,Autoria
2246,1731,Autoria
406,1732,Autoria
2247,1733,Autoria
2248,1733,Autoria
2249,1734,Autoria
2250,1734,Autoria
2251,1735,Autoria
2252,1736,Autoria
2253,1736,Autoria
2254,1736,Autoria
2255,1736,Autoria
2256,1736,Autoria
2257,1736,Autoria
2258,1736,Autoria
2259,1737,Autoria
2260,1737,Autoria
2261,1738,Autoria
2262,1738,Autoria
2263,1739,Autoria
2264,1739,Autoria
2265,1740,Autoria
2266,1741,Autoria
2267,1741,Autoria
2268,1741,Autoria
2269,1741,Autoria
2270,1742,Autoria
2271,1742,Autoria
2272,1742,Autoria
2273,1743,Autoria
2274,1743,Autoria
2275,1743,Autoria
2276,1743,Autoria
2277,1744,Autoria
2278,1744,Autoria
2279,1744,Autoria
2280,1744,Autoria
2281,1744,Autoria
2282,1744,Autoria
2283,1744,Autoria
2284,1744,Autoria
2285,1744,Autoria
2286,1744,Autoria
2287,1744,Autoria
2288,1745,Autoria
2289,1745,Autoria
2290,1746,Autoria
2291,1746,Autoria
2292,1747,Autoria
2293,1747,Autoria
2294,1747,Autoria
2295,1747,Autoria
2296,1747,Autoria
2297,1748,Autoria
2298,1748,Autoria
2299,1748,Autoria
2254,1749,Autoria
2257,1749,Autoria
2300,1749,Autoria
2301,1749,Autoria
2302,1750,Autoria
2303,1750,Autoria
2304,1750,Autoria
2305,1751,Autoria
2306,1751,Autoria
2307,1751,Autoria
2308,1752,Autoria
2309,1752,Autoria
2310,1752,Autoria
2311,1753,Autoria
2312,1754,Autoria
2313,1754,Autoria
2314,1755,Autoria
2315,1755,Autoria
2316,1756,Autoria
2317,1756,Autoria
2318,1756,Autoria
2319,1756,Autoria
2320,1756,Autoria
2321,1756,Autoria
2322,1756,Autoria
2323,1757,Autoria
2324,1758,Autoria
2292,1759,Autoria
2325,1759,Autoria
2326,1759,Autoria
2327,1760,Autoria
2328,1760,Autoria
2329,1760,Autoria
2330,1760,Autoria
2331,1761,Autoria
2332,1762,Autoria
2333,1762,Autoria
2334,1763,Autoria
2335,1763,Autoria
2292,1764,Autoria
2336,1764,Autoria
2325,1764,Autoria
2337,1765,Autoria
2338,1766,Autoria
2339,1766,Autoria
2340,1766,Autoria
2341,1767,Autoria
2342,1768,Autoria
2343,1768,Autoria
2344,1768,Autoria
2345,1768,Autoria
2346,1769,Autoria
2347,1769,Autoria
2348,1769,Autoria
2349,1769,Autoria
2350,1770,Autoria
2351,1771,Autoria
2324,1771,Autoria
2352,1772,Autoria
2353,1772,Autoria
2354,1772,Autoria
2355,1772,Autoria
2356,1772,Autoria
2357,1773,Autoria
2358,1773,Autoria
2236,1773,Autoria
2359,1773,Autoria
2360,1773,Autoria
2252,1773,Autoria
2361,1774,Autoria
2362,1775,Autoria
2363,1776,Autoria
2296,1776,Autoria
2292,1776,Autoria
2364,1777,Autoria
2365,1778,Autoria
2366,1778,Autoria
2367,1778,Autoria
2368,1778,Autoria
2369,1778,Autoria
2370,1779,Autoria
2371,1779,Autoria
2372,1779,Autoria
2373,1779,Autoria
2374,1780,Autoria
2375,1780,Autoria
2376,1780,Autoria
2377,1780,Autoria
2378,1780,Autoria
2379,1780,Autoria
2380,1780,Autoria
2381,1781,Autoria
2382,1782,Autoria
2383,1782,Autoria
2384,1783,Autoria
2385,1784,Autoria
2386,1785,Autoria
2387,1785,Autoria
2388,1786,Autoria
2389,1786,Autoria
2390,1786,Autoria
2391,1787,Autoria
2392,1788,Autoria
411,1788,Autoria
2393,1789,Autoria
2394,1789,Autoria
2395,1790,Autoria
2396,1791,Autoria
2397,1791,Autoria
2398,1791,Autoria
2399,1791,Autoria
2359,1791,Autoria
2400,1791,Autoria
2401,1792,Autoria
2402,1792,Autoria
2403,1793,Autoria
2404,1793,Autoria
2405,1793,Autoria
2406,1793,Autoria
2407,1793,Autoria
2408,1794,Autoria
2409,1796,Autoria
2410,1797,Autoria
2411,1797,Autoria
2412,1797,Autoria
2413,1797,Autoria
2414,1798,Autoria
2415,1798,Autoria
2416,1798,Autoria
2417,1798,Autoria
2418,1799,Autoria
2419,1800,Autoria
461,1801,Autoria
2420,1801,Autoria
2421,1801,Autoria
2263,1802,Autoria
2264,1802,Autoria
2422,1803,Autoria
2423,1805,Autoria
2424,1805,Autoria
2425,1806,Autoria
2426,1806,Autoria
2427,1806,Autoria
2428,1806,Autoria
2353,1807,Autoria
2352,1807,Autoria
2257,1807,Autoria
2429,1807,Autoria
2430,1808,Autoria
2431,1808,Autoria
2432,1809,Autoria
2433,1809,Autoria
2434,1809,Autoria
2435,1810,Autoria
2436,1810,Autoria
2437,1811,Autoria
2438,1811,Autoria
2439,1812,Autoria
2264,1812,Autoria
2440,1813,Autoria
2292,1813,Autoria
2441,1814,Autoria
2442,1814,Autoria
2443,1815,Autoria
2444,1815,Autoria
2445,1815,Autoria
2446,1816,Autoria
2447,1816,Autoria
2448,1817,Autoria
2449,1817,Autoria
2450,1817,Autoria
2451,1817,Autoria
2452,1818,Autoria
2453,1818,Autoria
2454,1818,Autoria
2455,1819,Autoria
2456,1819,Autoria
2457,1819,Autoria
2458,1820,Autoria
2459,1821,Autoria
2460,1821,Autoria
2461,1821,Autoria
2462,1821,Autoria
2463,1822,Autoria
2464,1822,Autoria
2465,1822,Autoria
2466,1822,Autoria
2467,1822,Autoria
2468,1822,Autoria
2469,1823,Autoria
2470,1824,Autoria
2471,1825,Autoria
2472,1826,Autoria
2473,1826,Autoria
2474,1826,Autoria
2475,1826,Autoria
2376,1827,Autoria
2476,1827,Autoria
2378,1827,Autoria
2477,1828,Autoria
2478,1828,Autoria
2479,1828,Autoria
2480,1828,Autoria
2481,1829,Autoria
2482,1829,Autoria
2483,1829,Autoria
2257,1829,Autoria
2254,1829,Autoria
2359,1829,Autoria
2300,1829,Autoria
2429,1829,Autoria
2301,1829,Autoria
2484,1830,Autoria
2485,1831,Autoria
2486,1831,Autoria
2292,1832,Autoria
2440,1832,Autoria
2487,1833,Autoria
2488,1834,Autoria
2355,1834,Autoria
2252,1834,Autoria
2489,1834,Autoria
2490,1835,Autoria
2491,1836,Autoria
2492,1836,Autoria
2493,1836,Autoria
2494,1836,Autoria
2495,1836,Autoria
2496,1836,Autoria
2497,1837,Autoria
2498,1838,Autoria
2499,1838,Autoria
2500,1838,Autoria
2501,1838,Autoria
2502,1838,Autoria
2503,1839,Autoria
2504,1839,Autoria
2505,1840,Autoria
2506,1840,Autoria
2507,1841,Autoria
2508,1842,Autoria
2509,1842,Autoria
2510,1842,Autoria
2511,1842,Autoria
2440,1843,Autoria
2512,1844,Autoria
2292,1844,Autoria
2294,1844,Autoria
2513,1844,Autoria
2440,1844,Autoria
2333,1845,Autoria
2514,1846,Autoria
2515,1846,Autoria
2516,1847,Autoria
2517,1847,Autoria
2518,1847,Autoria
2519,1848,Autoria
2520,1848,Autoria
2521,1848,Autoria
2461,1849,Autoria
2462,1849,Autoria
2459,1849,Autoria
2460,1849,Autoria
2522,1850,Autoria
2523,1850,Autoria
2524,1851,Autoria
2525,1852,Autoria
2526,1852,Autoria
2527,1852,Autoria
2528,1853,Autoria
2529,1854,Autoria
2530,1854,Autoria
2531,1854,Autoria
2431,1855,Autoria
2514,1856,Autoria
2532,1857,Autoria
2533,1857,Autoria
2534,1858,Autoria
2535,1858,Autoria
2536,1859,Autoria
2537,1860,Autoria
2538,1860,Autoria
2539,1860,Autoria
2540,1861,Autoria
2541,1862,Autoria
2542,1862,Autoria
2543,1863,Autoria
2544,1864,Autoria
2545,1864,Autoria
2546,1865,Autoria
2547,1865,Autoria
2548,1865,Autoria
2549,1865,Autoria
2550,1866,Autoria
2359,1866,Autoria
2399,1866,Autoria
2400,1866,Autoria
2237,1866,Autoria
2551,1867,Autoria
2552,1868,Autoria
2553,1868,Autoria
2554,1868,Autoria
2555,1868,Autoria
2556,1868,Autoria
2557,1868,Autoria
2558,1869,Autoria
2559,1870,Autoria
2560,1871,Autoria
2561,1871,Autoria
2562,1872,Autoria
2563,1872,Autoria
2564,1872,Autoria
2565,1873,Autoria
2566,1874,Autoria
2567,1874,Autoria
2568,1874,Autoria
2569,1875,Autoria
2570,1875,Autoria
2571,1876,Autoria
1053,1876,Autoria
2443,1877,Autoria
2572,1877,Autoria
2573,1877,Autoria
2574,1878,Autoria
2575,1879,Autoria
2237,1880,Autoria
2374,1880,Autoria
2397,1880,Autoria
2376,1880,Autoria
2377,1880,Autoria
2576,1880,Autoria
2256,1880,Autoria
2375,1880,Autoria
2292,1881,Autoria
2440,1881,Autoria
2577,1882,Autoria
2578,1882,Autoria
2579,1883,Autoria
2365,1883,Autoria
2580,1883,Autoria
2581,1884,Autoria
2582,1884,Autoria
842,1885,Autoria
2583,1885,Autoria
2584,1886,Autoria
2585,1886,Autoria
2586,1886,Autoria
2587,1887,Autoria
2588,1888,Autoria
2589,1888,Autoria
2590,1888,Autoria
2591,1889,Autoria
2592,1890,Autoria
2593,1890,Autoria
2342,1891,Autoria
2343,1891,Autoria
2345,1891,Autoria
2594,1891,Autoria
2595,1892,Autoria
2596,1893,Autoria
2597,1894,Autoria
2598,1894,Autoria
2599,1895,Autoria
2600,1895,Autoria
2601,1895,Autoria
2602,1895,Autoria
2603,1895,Autoria
2296,1896,Autoria
2363,1896,Autoria
2292,1896,Autoria
2604,1897,Autoria
2605,1897,Autoria
2606,1897,Autoria
2607,1897,Autoria
2608,1897,Autoria
2609,1897,Autoria
2610,1898,Autoria
2611,1898,Autoria
2612,1898,Autoria
2613,1898,Autoria
2614,1898,Autoria
2615,1899,Autoria
2317,1900,Autoria
2616,1900,Autoria
2322,1900,Autoria
2485,1901,Autoria
2486,1901,Autoria
2393,1902,Autoria
2257,1904,Autoria
2360,1904,Autoria
2476,1904,Autoria
2482,1904,Autoria
2617,1904,Autoria
2254,1904,Autoria
2300,1904,Autoria
2301,1904,Autoria
2618,1905,Autoria
2619,1905,Autoria
2620,1906,Autoria
2621,1907,Autoria
2622,1907,Autoria
2623,1907,Autoria
2624,1907,Autoria
842,1908,Autoria
2625,1909,Autoria
2626,1910,Autoria
2627,1910,Autoria
2628,1910,Autoria
2629,1910,Autoria
2630,1911,Autoria
2631,1911,Autoria
2632,1911,Autoria
2633,1912,Autoria
2634,1912,Autoria
2320,1912,Autoria
2635,1912,Autoria
2636,1912,Autoria
2637,1913,Autoria
2638,1913,Autoria
2639,1913,Autoria
2640,1914,Autoria
2641,1914,Autoria
2642,1914,Autoria
2643,1915,Autoria
1053,1915,Autoria
2644,1915,Autoria
2645,1915,Autoria
2646,1916,Autoria
2647,1917,Autoria
2648,1917,Autoria
2649,1918,Autoria
2650,1918,Autoria
2651,1918,Autoria
2650,1919,Autoria
2652,1919,Autoria
2649,1919,Autoria
2653,1920,Autoria
2654,1920,Autoria
2655,1920,Autoria
2656,1921,Autoria
2657,1921,Autoria
2658,1921,Autoria
2659,1922,Autoria
2660,1922,Autoria
2661,1923,Autoria
2662,1923,Autoria
2663,1923,Autoria
2664,1923,Autoria
2665,1924,Autoria
2666,1924,Autoria
2667,1924,Autoria
2668,1924,Autoria
2669,1925,Autoria
2670,1926,Autoria
2671,1926,Autoria
2672,1926,Autoria
2673,1927,Autoria
2674,1927,Autoria
2675,1927,Autoria
2676,1928,Autoria
2677,1928,Autoria
2678,1928,Autoria
2679,1929,Autoria
2680,1929,Autoria
2681,1929,Autoria
2682,1930,Autoria
2683,1930,Autoria
2684,1930,Autoria
2685,1931,Autoria
2686,1931,Autoria
2687,1931,Autoria
2688,1932,Autoria
2689,1932,Autoria
2690,1932,Autoria
2691,1932,Autoria
2692,1933,Autoria
2693,1933,Autoria
2694,1934,Autoria
2523,1934,Autoria
2695,1935,Autoria
2660,1935,Autoria
2696,1936,Autoria
2697,1936,Autoria
2695,1936,Autoria
2698,1936,Autoria
2660,1936,Autoria
2699,1937,Autoria
2649,1937,Autoria
2650,1937,Autoria
2700,1938,Autoria
2701,1938,Autoria
2702,1938,Autoria
2703,1938,Autoria
2704,1939,Autoria
2705,1939,Autoria
2706,1940,Autoria
2695,1940,Autoria
2707,1941,Autoria
2708,1941,Autoria
2709,1941,Autoria
2710,1941,Autoria
2711,1942,Autoria
2712,1943,Autoria
2692,1943,Autoria
2713,1943,Autoria
2714,1944,Autoria
2696,1944,Autoria
2715,1944,Autoria
2716,1945,Autoria
2717,1945,Autoria
2718,1945,Autoria
2719,1945,Autoria
2720,1946,Autoria
2721,1946,Autoria
2722,1946,Autoria
2723,1946,Autoria
2724,1947,Autoria
2725,1947,Autoria
2726,1947,Autoria
2727,1947,Autoria
2728,1947,Autoria
2729,1948,Autoria
2730,1948,Autoria
2731,1949,Autoria
2732,1949,Autoria
2733,1950,Autoria
2734,1951,Autoria
2735,1951,Autoria
2736,1952,Autoria
2737,1952,Autoria
2738,1952,Autoria
2739,1953,Autoria
2740,1953,Autoria
2741,1953,Autoria
2742,1953,Autoria
2743,1953,Autoria
2744,1954,Autoria
2745,1954,Autoria
2746,1954,Autoria
2747,1954,Autoria
2748,1955,Autoria
2749,1955,Autoria
2750,1955,Autoria
2751,1955,Autoria
2752,1956,Autoria
2753,1957,Autoria
2754,1957,Autoria
2755,1957,Autoria
2756,1957,Autoria
2757,1957,Autoria
2758,1958,Autoria
2759,1959,Autoria
2760,1959,Autoria
2761,1959,Autoria
2762,1959,Autoria
2763,1959,Autoria
2764,1959,Autoria
2765,1959,Autoria
2766,1959,Autoria
2767,1959,Autoria
2768,1959,Autoria
2769,1959,Autoria
2770,1960,Autoria
2771,1960,Autoria
2772,1960,Autoria
2773,1961,Autoria
2774,1961,Autoria
2775,1961,Autoria
2776,1962,Autoria
2777,1963,Autoria
2778,1963,Autoria
2752,1963,Autoria
43,1963,Autoria
2779,1963,Autoria
2780,1963,Autoria
2781,1964,Autoria
2782,1965,Autoria
2783,1965,Autoria
2784,1965,Autoria
2785,1965,Autoria
2786,1965,Autoria
2787,1965,Autoria
2788,1966,Autoria
2789,1966,Autoria
2790,1967,Autoria
2791,1967,Autoria
2792,1968,Autoria
2793,1968,Autoria
2794,1968,Autoria
2795,1968,Autoria
2796,1968,Autoria
2797,1968,Autoria
2778,1969,Autoria
110,1969,Autoria
2798,1970,Autoria
2799,1970,Autoria
2800,1970,Autoria
2801,1971,Autoria
2802,1972,Autoria
2803,1972,Autoria
2804,1973,Autoria
2805,1973,Autoria
2776,1974,Autoria
2806,1974,Autoria
2807,1974,Autoria
2808,1975,Autoria
2809,1976,Autoria
2810,1977,Autoria
2811,1977,Autoria
2812,1977,Autoria
2813,1977,Autoria
2814,1977,Autoria
2815,1977,Autoria
2816,1977,Autoria
2817,1977,Autoria
2818,1978,Autoria
2819,1978,Autoria
2820,1979,Autoria
2821,1979,Autoria
2822,1979,Autoria
2823,1979,Autoria
2824,1979,Autoria
2825,1979,Autoria
2826,1979,Autoria
2827,1979,Autoria
2828,1980,Autoria
2829,1980,Autoria
2830,1981,Autoria
2831,1981,Autoria
2832,1981,Autoria
2833,1982,Autoria
2727,1982,Autoria
2829,1983,Autoria
2834,1984,Autoria
2835,1984,Autoria
785,1984,Autoria
2836,1985,Autoria
2837,1985,Autoria
2838,1985,Autoria
2839,1985,Autoria
2840,1985,Autoria
2841,1985,Autoria
2842,1985,Autoria
2843,1985,Autoria
2844,1985,Autoria
2845,1985,Autoria
2846,1985,Autoria
2847,1986,Autoria
2848,1986,Autoria
2849,1986,Autoria
2850,1986,Autoria
2851,1986,Autoria
2852,1987,Autoria
2853,1987,Autoria
2829,1987,Autoria
2854,1988,Autoria
2855,1988,Autoria
2856,1989,Autoria
2857,1989,Autoria
2858,1990,Autoria
2859,1990,Autoria
2860,1990,Autoria
2861,1990,Autoria
2862,1990,Autoria
2863,1991,Autoria
2864,1991,Autoria
2865,1991,Autoria
2866,1992,Autoria
2867,1992,Autoria
2868,1992,Autoria
2869,1993,Autoria
2870,1994,Autoria
2871,1994,Autoria
2872,1994,Autoria
2873,1995,Autoria
2874,1995,Autoria
2875,1995,Autoria
2876,1995,Autoria
2877,1996,Autoria
2878,1996,Autoria
2879,1996,Autoria
2880,1997,Autoria
2881,1997,Autoria
2882,1997,Autoria
2883,1998,Autoria
2884,1998,Autoria
2885,1998,Autoria
2886,1999,Autoria
2887,2000,Autoria
2775,2001,Autoria
2888,2002,Autoria
2237,2002,Autoria
2397,2002,Autoria
2889,2003,Autoria
2890,2003,Autoria
2891,2003,Autoria
2892,2003,Autoria
2893,2004,Autoria
2894,2004,Autoria
2775,2005,Autoria
2895,2006,Autoria
2896,2006,Autoria
2897,2006,Autoria
2898,2006,Autoria
2622,2006,Autoria
2623,2006,Autoria
2899,2007,Autoria
2900,2007,Autoria
2901,2007,Autoria
2902,2007,Autoria
2903,2007,Autoria
2904,2008,Autoria
2905,2008,Autoria
2906,2008,Autoria
2907,2008,Autoria
2908,2009,Autoria
2909,2009,Autoria
2910,2009,Autoria
2911,2009,Autoria
2765,2009,Autoria
2912,2009,Autoria
2913,2010,Autoria
2914,2011,Autoria
2915,2011,Autoria
2916,2011,Autoria
2917,2011,Autoria
2918,2011,Autoria
2919,2012,Autoria
2920,2012,Autoria
2921,2012,Autoria
2922,2013,Autoria
2923,2013,Autoria
2924,2014,Autoria
2925,2014,Autoria
2926,2014,Autoria
2927,2014,Autoria
2928,2014,Autoria
2929,2014,Autoria
2883,2015,Autoria
2884,2015,Autoria
1862,2016,Autoria
1861,2016,Autoria
2930,2016,Autoria
2931,2017,Autoria
2932,2017,Autoria
2933,2017,Autoria
2934,2017,Autoria
2935,2018,Autoria
2936,2018,Autoria
2937,2018,Autoria
2938,2018,Autoria
2939,2019,Autoria
2940,2019,Autoria
2941,2019,Autoria
2942,2019,Autoria
2943,2019,Autoria
2944,2019,Autoria
2945,2020,Autoria
2946,2020,Autoria
2947,2020,Autoria
2948,2021,Autoria
2949,2021,Autoria
2950,2022,Autoria
2951,2022,Autoria
2952,2022,Autoria
2953,2023,Autoria
2954,2023,Autoria
2955,2024,Autoria
2956,2024,Autoria
2829,2025,Autoria
2775,2025,Autoria
2957,2026,Autoria
2958,2026,Autoria
2959,2027,Autoria
2960,2027,Autoria
2961,2027,Autoria
2962,2028,Autoria
2963,2028,Autoria
2964,2028,Autoria
2965,2028,Autoria
2966,2028,Autoria
2967,2028,Autoria
2968,2029,Autoria
2969,2029,Autoria
2970,2029,Autoria
2971,2029,Autoria
2972,2029,Autoria
2973,2030,Autoria
2974,2030,Autoria
2734,2031,Autoria
2975,2031,Autoria
2735,2031,Autoria
2976,2031,Autoria
2977,2032,Autoria
2978,2032,Autoria
2979,2032,Autoria
2980,2033,Autoria
2981,2033,Autoria
2982,2034,Autoria
2983,2034,Autoria
2984,2034,Autoria
2985,2034,Autoria
2986,2034,Autoria
2987,2034,Autoria
2452,2034,Autoria
2988,2034,Autoria
2989,2034,Autoria
2990,2034,Autoria
2980,2035,Autoria
2991,2035,Autoria
2992,2035,Autoria
2993,2036,Autoria
2994,2036,Autoria
2995,2036,Autoria
2996,2037,Autoria
2997,2037,Autoria
2998,2038,Autoria
2999,2038,Autoria
3000,2039,Autoria
3001,2039,Autoria
3002,2039,Autoria
802,2039,Autoria
3003,2039,Autoria
3004,2039,Autoria
3005,2040,Autoria
3006,2040,Autoria
3007,2040,Autoria
3008,2041,Autoria
3009,2041,Autoria
3010,2041,Autoria
3011,2041,Autoria
2831,2041,Autoria
3012,2041,Autoria
3013,2041,Autoria
3014,2041,Autoria
3015,2042,Autoria
110,2043,Autoria
3016,2044,Autoria
3017,2044,Autoria
3018,2044,Autoria
3019,2045,Autoria
3020,2045,Autoria
2829,2045,Autoria
3021,2046,Autoria
3022,2046,Autoria
3023,2046,Autoria
3024,2047,Autoria
2832,2047,Autoria
3025,2047,Autoria
3026,2048,Autoria
3027,2048,Autoria
3028,2048,Autoria
3029,2049,Autoria
3030,2049,Autoria
3031,2049,Autoria
3032,2050,Autoria
3033,2050,Autoria
2333,2050,Autoria
3034,2051,Autoria
3035,2051,Autoria
3036,2052,Autoria
3037,2052,Autoria
3038,2053,Autoria
3039,2054,Autoria
540,2054,Autoria
3037,2055,Autoria
3040,2055,Autoria
3041,2056,Autoria
3042,2056,Autoria
3043,2057,Autoria
591,2057,Autoria
2777,2058,Autoria
2779,2058,Autoria
3044,2059,Autoria
3045,2059,Autoria
3046,2060,Autoria
3047,2060,Autoria
3048,2061,Autoria
3049,2061,Autoria
3050,2061,Autoria
3051,2062,Autoria
3052,2062,Autoria
3053,2062,Autoria
3054,2063,Autoria
3055,2063,Autoria
3056,2063,Autoria
3057,2063,Autoria
3058,2064,Autoria
3059,2064,Autoria
3060,2065,Autoria
3061,2065,Autoria
3062,2065,Autoria
3063,2065,Autoria
3064,2066,Autoria
3065,2066,Autoria
3066,2066,Autoria
2961,2066,Autoria
3067,2067,Autoria
3068,2068,Autoria
3002,2068,Autoria
3069,2068,Autoria
802,2068,Autoria
3070,2068,Autoria
3071,2068,Autoria
3072,2069,Autoria
3073,2070,Autoria
3074,2071,Autoria
3075,2072,Autoria
2886,2073,Autoria
3076,2074,Autoria
3066,2075,Autoria
3077,2076,Autoria
3078,2076,Autoria
3079,2076,Autoria
3080,2076,Autoria
3081,2077,Autoria
3082,2077,Autoria
3083,2077,Autoria
2740,2078,Autoria
2743,2078,Autoria
3084,2079,Autoria
3085,2080,Autoria
3086,2080,Autoria
3087,2080,Autoria
3088,2080,Autoria
3089,2080,Autoria
3090,2081,Autoria
3091,2081,Autoria
3092,2081,Autoria
3093,2081,Autoria
3094,2081,Autoria
3095,2082,Autoria
3096,2082,Autoria
2728,2082,Autoria
2725,2082,Autoria
3097,2083,Autoria
3098,2083,Autoria
3099,2083,Autoria
3100,2084,Autoria
3101,2084,Autoria
3102,2084,Autoria
3103,2084,Autoria
3104,2084,Autoria
3105,2085,Autoria
3106,2085,Autoria
3003,2085,Autoria
3107,2086,Autoria
3108,2086,Autoria
3109,2087,Autoria
3110,2087,Autoria
3111,2087,Autoria
3112,2087,Autoria
3113,2087,Autoria
3114,2088,Autoria
1682,2088,Autoria
3020,2089,Autoria
3115,2089,Autoria
2829,2089,Autoria
3116,2090,Autoria
3117,2090,Autoria
3118,2090,Autoria
3119,2091,Autoria
3120,2092,Autoria
3121,2093,Autoria
3122,2093,Autoria
3123,2093,Autoria
3124,2094,Autoria
3125,2094,Autoria
2921,2094,Autoria
2776,2094,Autoria
3126,2095,Autoria
2829,2095,Autoria
2828,2095,Autoria
2775,2095,Autoria
3127,2096,Autoria
3128,2096,Autoria
3129,2097,Autoria
3130,2098,Autoria
3131,2099,Autoria
1376,2100,Autoria
3132,2100,Autoria
2429,2100,Autoria
3133,2101,Autoria
3134,2102,Autoria
3135,2102,Autoria
3136,2103,Autoria
3137,2103,Autoria
3138,2103,Autoria
3139,2103,Autoria
3140,2103,Autoria
3141,2103,Autoria
3142,2104,Autoria
3143,2104,Autoria
3144,2104,Autoria
3145,2105,Autoria
3146,2106,Autoria
3147,2106,Autoria
3148,2107,Autoria
3149,2108,Autoria
3150,2108,Autoria
3151,2109,Autoria
3152,2110,Autoria
3153,2110,Autoria
3154,2110,Autoria
3155,2111,Autoria
3156,2111,Autoria
3157,2111,Autoria
2828,2112,Autoria
2852,2112,Autoria
2829,2112,Autoria
3158,2113,Autoria
2870,2114,Autoria
2871,2114,Autoria
2872,2114,Autoria
3159,2115,Autoria
3160,2115,Autoria
3161,2115,Autoria
3162,2115,Autoria
3163,2116,Autoria
3164,2116,Autoria
3165,2116,Autoria
3166,2116,Autoria
3167,2117,Autoria
3168,2117,Autoria
2975,2118,Autoria
3048,2119,Autoria
3169,2119,Autoria
3170,2120,Autoria
3171,2120,Autoria
3172,2120,Autoria
3132,2121,Autoria
2429,2121,Autoria
3173,2121,Autoria
2750,2122,Autoria
2748,2122,Autoria
2751,2122,Autoria
2741,2122,Autoria
2740,2122,Autoria
2743,2122,Autoria
3174,2123,Autoria
3175,2123,Autoria
3176,2123,Autoria
3177,2124,Autoria
2809,2124,Autoria
3178,2125,Autoria
2821,2126,Autoria
2826,2126,Autoria
3001,2127,Autoria
3179,2128,Autoria
3180,2128,Autoria
3181,2129,Autoria
3145,2130,Autoria
3182,2131,Autoria
2945,2132,Autoria
2946,2132,Autoria
2947,2132,Autoria
3183,2133,Autoria
3184,2134,Autoria
2872,2134,Autoria
3185,2135,Autoria
3186,2135,Autoria
3187,2135,Autoria
3188,2135,Autoria
3189,2135,Autoria
3190,2136,Autoria
3191,2136,Autoria
3192,2136,Autoria
3193,2136,Autoria
3194,2136,Autoria
3195,2136,Autoria
3196,2136,Autoria
3197,2136,Autoria
3198,2136,Autoria
3199,2137,Autoria
3003,2137,Autoria
3200,2138,Autoria
3110,2138,Autoria
3109,2138,Autoria
3201,2139,Autoria
3202,2139,Autoria
3203,2140,Autoria
3204,2140,Autoria
3205,2140,Autoria
3206,2140,Autoria
3207,2140,Autoria
3208,2140,Autoria
3209,2140,Autoria
3210,2140,Autoria
3211,2140,Autoria
3212,2141,Autoria
3213,2141,Autoria
3214,2142,Autoria
3215,2142,Autoria
3216,2142,Autoria
3217,2143,Autoria
2750,2143,Autoria
2751,2143,Autoria
3218,2144,Autoria
3219,2145,Autoria
3220,2146,Autoria
3221,2146,Autoria
3222,2146,Autoria
3223,2146,Autoria
3123,2147,Autoria
3224,2148,Autoria
3225,2148,Autoria
3226,2148,Autoria
3080,2148,Autoria
3227,2148,Autoria
2776,2148,Autoria
3228,2149,Autoria
3229,2149,Autoria
2961,2150,Autoria
2959,2150,Autoria
3230,2150,Autoria
3190,2150,Autoria
3231,2151,Autoria
3232,2151,Autoria
3233,2151,Autoria
3234,2151,Autoria
2776,2151,Autoria
2935,2152,Autoria
1247,2152,Autoria
3235,2152,Autoria
2871,2152,Autoria
3236,2152,Autoria
2872,2152,Autoria
3237,2152,Autoria
3238,2152,Autoria
3239,2152,Autoria
3240,2153,Autoria
3241,2153,Autoria
3242,2153,Autoria
3243,2153,Autoria
3244,2153,Autoria
3245,2153,Autoria
1283,2153,Autoria
3246,2153,Autoria
3247,2153,Autoria
3248,2153,Autoria
3249,2153,Autoria
3250,2153,Autoria
3251,2153,Autoria
2828,2154,Autoria
2852,2154,Autoria
2829,2154,Autoria
3252,2155,Autoria
3253,2155,Autoria
2900,2156,Autoria
3254,2156,Autoria
2992,2156,Autoria
2888,2157,Autoria
3230,2157,Autoria
3255,2157,Autoria
2550,2157,Autoria
2960,2157,Autoria
3256,2158,Autoria
3257,2158,Autoria
3258,2158,Autoria
3259,2159,Autoria
3260,2159,Autoria
3261,2159,Autoria
3262,2159,Autoria
3263,2159,Autoria
3264,2159,Autoria
3265,2159,Autoria
2776,2159,Autoria
3212,2160,Autoria
3266,2160,Autoria
3267,2161,Autoria
3268,2162,Autoria
3269,2163,Autoria
3270,2163,Autoria
3271,2164,Autoria
3272,2164,Autoria
3273,2164,Autoria
3274,2164,Autoria
3275,2164,Autoria
2400,2165,Autoria
3276,2165,Autoria
3277,2166,Autoria
3278,2166,Autoria
3279,2166,Autoria
3280,2167,Autoria
3281,2167,Autoria
3282,2167,Autoria
3283,2167,Autoria
3284,2167,Autoria
3285,2168,Autoria
3286,2168,Autoria
3287,2168,Autoria
3288,2168,Autoria
3289,2168,Autoria
3290,2168,Autoria
3291,2168,Autoria
3292,2168,Autoria
3293,2169,Autoria
3294,2169,Autoria
